                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    613,                 0.2713,                0.23299,                0.81905,                  0.997,                0.99803,                  0.995,                 0.9488,                0.34683,                 0.1693,                0.82021,               8.04e-05,               8.04e-05,               8.04e-05
                    614,                0.27093,                0.23225,                0.82319,                0.99683,                0.99801,                  0.995,                0.94994,                0.34533,                0.16746,                 0.8194,             8.0199e-05,             8.0199e-05,             8.0199e-05
                    615,                0.27117,                0.23422,                0.82513,                0.99651,                0.99781,                  0.995,                0.95003,                0.34499,                0.16806,                0.81895,             7.9997e-05,             7.9997e-05,             7.9997e-05
                    616,                0.27177,                 0.2355,                0.82098,                 0.9969,                0.99777,                  0.995,                 0.9483,                 0.3459,                0.16712,                0.81897,             7.9795e-05,             7.9795e-05,             7.9795e-05
                    617,                0.27412,                0.23693,                0.82184,                0.99671,                0.99819,                  0.995,                0.94617,                0.34717,                0.16717,                0.81933,             7.9593e-05,             7.9593e-05,             7.9593e-05
                    618,                0.27534,                0.23212,                0.82333,                0.99629,                0.99829,                  0.995,                0.94787,                0.34589,                0.16688,                0.81902,             7.9391e-05,             7.9391e-05,             7.9391e-05
                    619,                0.26823,                0.23004,                0.82407,                0.99583,                0.99846,                  0.995,                 0.9469,                0.34606,                 0.1662,                0.81867,             7.9189e-05,             7.9189e-05,             7.9189e-05
                    620,                0.27259,                0.23222,                0.82022,                0.99649,                0.99834,                  0.995,                0.94742,                0.34625,                0.16544,                0.81893,             7.8987e-05,             7.8987e-05,             7.8987e-05
                    621,                0.27452,                0.23236,                 0.8218,                0.99673,                0.99862,                  0.995,                0.94787,                0.34626,                0.16567,                 0.8192,             7.8785e-05,             7.8785e-05,             7.8785e-05
                    622,                0.26792,                 0.2259,                0.82221,                0.99704,                0.99867,                  0.995,                0.94605,                0.34755,                0.16527,                0.81971,             7.8583e-05,             7.8583e-05,             7.8583e-05
                    623,                0.26364,                0.22593,                0.82255,                0.99691,                0.99873,                  0.995,                 0.9465,                0.34776,                0.16642,                 0.8197,             7.8381e-05,             7.8381e-05,             7.8381e-05
                    624,                 0.2689,                 0.2294,                0.82143,                0.99694,                0.99864,                  0.995,                0.94744,                0.34781,                0.16732,                0.81993,             7.8179e-05,             7.8179e-05,             7.8179e-05
                    625,                0.27457,                 0.2309,                0.82443,                0.99709,                0.99844,                  0.995,                0.94956,                0.34799,                0.16782,                0.82008,             7.7977e-05,             7.7977e-05,             7.7977e-05
                    626,                0.27538,                0.22959,                0.82145,                0.99676,                0.99817,                  0.995,                0.94926,                0.34754,                0.16706,                0.81974,             7.7775e-05,             7.7775e-05,             7.7775e-05
                    627,                0.26958,                0.23286,                0.82195,                0.99665,                0.99809,                  0.995,                0.94898,                0.34762,                0.16684,                0.81948,             7.7573e-05,             7.7573e-05,             7.7573e-05
                    628,                0.27141,                0.23402,                0.82409,                0.99677,                 0.9982,                  0.995,                0.94688,                  0.347,                0.16683,                0.81961,             7.7371e-05,             7.7371e-05,             7.7371e-05
                    629,                0.26893,                 0.2353,                0.82201,                0.99659,                0.99809,                  0.995,                0.94884,                0.34667,                0.16629,                0.81939,             7.7169e-05,             7.7169e-05,             7.7169e-05
                    630,                0.26636,                0.23037,                0.82199,                0.99657,                0.99817,                  0.995,                0.94782,                0.34727,                 0.1666,                0.81972,             7.6967e-05,             7.6967e-05,             7.6967e-05
                    631,                0.27519,                0.22992,                0.82563,                 0.9968,                0.99863,                  0.995,                0.94623,                0.34745,                0.16666,                0.81966,             7.6765e-05,             7.6765e-05,             7.6765e-05
                    632,                0.27019,                0.22875,                0.82288,                0.99669,                0.99901,                  0.995,                0.94825,                0.34703,                0.16566,                0.81926,             7.6563e-05,             7.6563e-05,             7.6563e-05
                    633,                 0.2717,                0.23116,                0.81727,                0.99666,                  0.999,                  0.995,                0.94978,                0.34659,                0.16636,                0.81953,             7.6361e-05,             7.6361e-05,             7.6361e-05
                    634,                0.27502,                0.23519,                0.82329,                0.99656,                0.99884,                  0.995,                0.94866,                0.34595,                0.16655,                0.81955,             7.6159e-05,             7.6159e-05,             7.6159e-05
                    635,                0.26981,                 0.2296,                0.82498,                0.99651,                0.99887,                0.99498,                0.94941,                0.34594,                0.16648,                0.81923,             7.5957e-05,             7.5957e-05,             7.5957e-05
                    636,                0.27368,                0.23004,                0.82479,                 0.9968,                0.99886,                0.99498,                0.94904,                0.34529,                 0.1669,                0.81918,             7.5755e-05,             7.5755e-05,             7.5755e-05
                    637,                0.26714,                0.22397,                0.82396,                0.99651,                0.99876,                0.99496,                 0.9494,                 0.3445,                0.16719,                0.81912,             7.5553e-05,             7.5553e-05,             7.5553e-05
                    638,                0.26714,                0.22793,                0.81837,                0.99642,                0.99785,                0.99494,                0.94952,                0.34421,                0.16773,                0.81925,             7.5351e-05,             7.5351e-05,             7.5351e-05
                    639,                0.26576,                0.22499,                0.81714,                0.99649,                0.99762,                0.99468,                 0.9479,                0.34496,                0.16884,                0.81933,              7.515e-05,              7.515e-05,              7.515e-05
                    640,                0.26629,                0.22614,                0.82134,                0.99675,                0.99783,                0.99468,                0.94731,                0.34505,                0.16912,                0.81981,             7.4948e-05,             7.4948e-05,             7.4948e-05
                    641,                0.26663,                 0.2253,                0.82025,                0.99674,                0.99861,                0.99468,                0.94692,                0.34514,                0.16818,                 0.8201,             7.4746e-05,             7.4746e-05,             7.4746e-05
                    642,                0.27189,                0.23493,                 0.8211,                0.99675,                0.99862,                0.99467,                0.94838,                0.34544,                0.16845,                0.81988,             7.4544e-05,             7.4544e-05,             7.4544e-05
                    643,                0.26591,                0.22619,                0.81945,                0.99661,                0.99836,                0.99467,                0.95046,                0.34494,                0.16629,                0.81938,             7.4342e-05,             7.4342e-05,             7.4342e-05
                    644,                0.26854,                 0.2288,                0.82266,                0.99647,                0.99818,                0.99465,                0.94875,                0.34535,                0.16607,                0.81928,              7.414e-05,              7.414e-05,              7.414e-05
                    645,                0.26973,                0.22634,                0.82347,                0.99652,                0.99769,                0.99465,                0.94839,                0.34477,                0.16724,                0.81901,             7.3938e-05,             7.3938e-05,             7.3938e-05
                    646,                0.27047,                0.23185,                0.82177,                0.99631,                0.99786,                0.99466,                0.94966,                0.34456,                0.16723,                0.81913,             7.3736e-05,             7.3736e-05,             7.3736e-05
                    647,                0.27159,                0.22841,                0.82188,                0.99627,                0.99796,                0.99465,                0.94884,                0.34374,                0.16736,                0.81929,             7.3534e-05,             7.3534e-05,             7.3534e-05
                    648,                0.26493,                0.22342,                0.81957,                0.99616,                0.99803,                0.99466,                0.94749,                 0.3433,                0.16699,                0.81915,             7.3332e-05,             7.3332e-05,             7.3332e-05
                    649,                0.26885,                0.22816,                0.81808,                0.99619,                0.99755,                0.99466,                0.94927,                0.34301,                0.16802,                0.81907,              7.313e-05,              7.313e-05,              7.313e-05
                    650,                0.27127,                0.23132,                0.82043,                0.99563,                 0.9971,                0.99466,                0.94815,                0.34409,                0.16726,                0.81947,             7.2928e-05,             7.2928e-05,             7.2928e-05
                    651,                 0.2697,                0.22898,                 0.8252,                0.99556,                0.99721,                0.99466,                0.94867,                0.34415,                0.16638,                0.81918,             7.2726e-05,             7.2726e-05,             7.2726e-05
                    652,                0.26459,                0.22552,                0.81568,                0.99545,                0.99753,                0.99457,                0.94895,                 0.3441,                0.16866,                0.81913,             7.2524e-05,             7.2524e-05,             7.2524e-05
                    653,                0.26368,                0.22575,                0.81999,                0.99542,                0.99749,                0.99457,                0.95014,                  0.344,                0.16776,                0.81909,             7.2322e-05,             7.2322e-05,             7.2322e-05
                    654,                0.27183,                 0.2295,                0.82107,                0.99554,                0.99772,                0.99469,                0.95034,                0.34421,                0.16651,                0.81957,              7.212e-05,              7.212e-05,              7.212e-05
                    655,                 0.2706,                0.22948,                0.82456,                0.99566,                0.99777,                0.99469,                0.94966,                0.34408,                 0.1661,                0.81921,             7.1918e-05,             7.1918e-05,             7.1918e-05
                    656,                0.26938,                 0.2274,                0.82162,                 0.9956,                 0.9976,                0.99469,                0.94953,                0.34469,                0.16646,                0.81896,             7.1716e-05,             7.1716e-05,             7.1716e-05
                    657,                0.26626,                0.22783,                0.81738,                 0.9965,                0.99752,                0.99471,                 0.9493,                0.34527,                0.16528,                0.81898,             7.1514e-05,             7.1514e-05,             7.1514e-05
                    658,                0.26355,                0.22779,                0.81853,                0.99683,                0.99781,                0.99471,                0.95011,                0.34474,                0.16479,                0.81899,             7.1312e-05,             7.1312e-05,             7.1312e-05
                    659,                0.26986,                0.23066,                0.82202,                0.99682,                0.99814,                0.99471,                0.94969,                 0.3441,                0.16404,                0.81864,              7.111e-05,              7.111e-05,              7.111e-05
                    660,                0.26665,                 0.2253,                0.82144,                0.99676,                0.99813,                0.99469,                0.95042,                0.34426,                0.16485,                0.81859,             7.0908e-05,             7.0908e-05,             7.0908e-05
                    661,                0.26452,                0.22296,                0.82205,                0.99675,                 0.9978,                0.99471,                0.94979,                0.34472,                0.16579,                0.81904,             7.0706e-05,             7.0706e-05,             7.0706e-05
                    662,                0.26772,                0.22884,                0.82312,                0.99655,                0.99711,                0.99471,                0.94837,                0.34454,                0.16573,                0.81904,             7.0504e-05,             7.0504e-05,             7.0504e-05
                    663,                 0.2673,                 0.2259,                0.82402,                0.99637,                0.99718,                0.99471,                0.94951,                0.34495,                 0.1658,                0.81905,             7.0302e-05,             7.0302e-05,             7.0302e-05
                    664,                0.26846,                0.22666,                0.82382,                 0.9964,                0.99724,                0.99471,                0.94901,                0.34488,                0.16519,                0.81911,             7.0101e-05,             7.0101e-05,             7.0101e-05
                    665,                0.26811,                0.22964,                0.81982,                0.99602,                0.99711,                0.99471,                0.94973,                0.34478,                0.16636,                 0.8189,             6.9899e-05,             6.9899e-05,             6.9899e-05
                    666,                0.26533,                0.22836,                0.82088,                0.99558,                0.99686,                0.99471,                0.94894,                0.34517,                0.16605,                0.81936,             6.9697e-05,             6.9697e-05,             6.9697e-05
                    667,                0.26142,                0.22311,                0.82022,                0.99632,                 0.9973,                0.99469,                0.94847,                0.34555,                0.16666,                 0.8196,             6.9495e-05,             6.9495e-05,             6.9495e-05
                    668,                0.26417,                0.22818,                0.82016,                0.99643,                0.99783,                0.99469,                0.94897,                0.34636,                0.16516,                0.81977,             6.9293e-05,             6.9293e-05,             6.9293e-05
                    669,                0.26627,                0.22159,                0.82292,                0.99649,                0.99802,                0.99469,                0.95012,                 0.3458,                0.16559,                0.81985,             6.9091e-05,             6.9091e-05,             6.9091e-05
                    670,                0.26241,                0.22156,                0.82082,                0.99648,                0.99753,                0.99471,                0.94794,                0.34494,                0.16428,                0.81966,             6.8889e-05,             6.8889e-05,             6.8889e-05
                    671,                0.26466,                0.22515,                0.81992,                0.99556,                0.99734,                0.99469,                0.95084,                0.34477,                0.16505,                0.81962,             6.8687e-05,             6.8687e-05,             6.8687e-05
                    672,                0.26694,                0.22468,                0.82167,                0.99534,                0.99728,                0.99433,                0.94917,                0.34509,                0.16513,                0.81951,             6.8485e-05,             6.8485e-05,             6.8485e-05
                    673,                0.26571,                0.22487,                0.82097,                0.99524,                0.99725,                 0.9942,                0.94925,                0.34517,                0.16563,                0.81971,             6.8283e-05,             6.8283e-05,             6.8283e-05
                    674,                0.26763,                0.22187,                0.82349,                0.99524,                0.99708,                0.99446,                0.95051,                0.34489,                0.16498,                0.81933,             6.8081e-05,             6.8081e-05,             6.8081e-05
                    675,                0.26606,                0.22524,                0.82379,                0.99531,                0.99718,                0.99468,                0.95007,                0.34424,                0.16541,                0.81954,             6.7879e-05,             6.7879e-05,             6.7879e-05
                    676,                0.26293,                0.22263,                0.81784,                0.99535,                0.99718,                0.99444,                0.94909,                0.34445,                0.16627,                0.81976,             6.7677e-05,             6.7677e-05,             6.7677e-05
                    677,                0.26825,                0.23005,                0.82179,                0.99535,                0.99741,                0.99446,                0.94997,                0.34482,                0.16638,                0.81993,             6.7475e-05,             6.7475e-05,             6.7475e-05
                    678,                0.26834,                0.22471,                0.82367,                0.99521,                0.99722,                0.99444,                0.94879,                0.34549,                0.16643,                0.82001,             6.7273e-05,             6.7273e-05,             6.7273e-05
                    679,                0.27273,                0.23318,                 0.8266,                0.99522,                0.99714,                0.99446,                0.94748,                0.34587,                 0.1675,                0.82026,             6.7071e-05,             6.7071e-05,             6.7071e-05
                    680,                0.26737,                0.22441,                0.82407,                0.99506,                0.99716,                0.99446,                0.94698,                0.34611,                 0.1674,                0.82016,             6.6869e-05,             6.6869e-05,             6.6869e-05
                    681,                0.26488,                0.22241,                0.82002,                0.99548,                0.99686,                0.99457,                0.94835,                0.34611,                0.16713,                0.82023,             6.6667e-05,             6.6667e-05,             6.6667e-05
                    682,                0.26512,                0.22119,                0.81978,                0.99548,                0.99659,                0.99468,                0.94973,                0.34606,                0.16713,                0.82045,             6.6465e-05,             6.6465e-05,             6.6465e-05
                    683,                0.27004,                0.22428,                0.81949,                 0.9955,                0.99667,                0.99468,                0.94972,                0.34616,                0.16663,                 0.8207,             6.6263e-05,             6.6263e-05,             6.6263e-05
                    684,                0.26713,                0.22954,                0.82236,                0.99547,                0.99684,                0.99498,                 0.9501,                0.34634,                0.16598,                0.82061,             6.6061e-05,             6.6061e-05,             6.6061e-05
                    685,                0.26494,                0.22159,                0.82265,                0.99568,                 0.9968,                  0.995,                0.94875,                0.34556,                0.16522,                0.81996,             6.5859e-05,             6.5859e-05,             6.5859e-05
                    686,                0.25993,                0.21819,                0.81692,                0.99585,                0.99686,                  0.995,                0.94851,                0.34475,                0.16586,                0.81973,             6.5657e-05,             6.5657e-05,             6.5657e-05
                    687,                0.26378,                0.22608,                0.81977,                0.99665,                0.99683,                0.99498,                0.94844,                0.34472,                0.16436,                0.81944,             6.5455e-05,             6.5455e-05,             6.5455e-05
                    688,                 0.2614,                0.22156,                0.81909,                0.99664,                0.99678,                0.99498,                0.94909,                 0.3449,                0.16419,                  0.819,             6.5253e-05,             6.5253e-05,             6.5253e-05
                    689,                0.26611,                 0.2278,                 0.8264,                0.99677,                0.99687,                  0.995,                0.95029,                0.34442,                0.16491,                0.81883,             6.5052e-05,             6.5052e-05,             6.5052e-05
                    690,                0.26572,                0.22659,                0.81611,                0.99689,                0.99663,                0.99498,                0.94947,                  0.345,                0.16582,                0.81904,              6.485e-05,              6.485e-05,              6.485e-05
                    691,                0.26557,                0.22467,                0.82325,                0.99677,                0.99673,                0.99496,                0.94727,                0.34509,                0.16546,                0.81933,             6.4648e-05,             6.4648e-05,             6.4648e-05
                    692,                0.26538,                0.22529,                0.82189,                0.99645,                0.99694,                0.99468,                0.94706,                0.34524,                0.16522,                0.81945,             6.4446e-05,             6.4446e-05,             6.4446e-05
                    693,                0.26444,                0.22179,                0.81908,                0.99644,                0.99672,                0.99496,                0.94822,                0.34503,                0.16516,                0.81958,             6.4244e-05,             6.4244e-05,             6.4244e-05
                    694,                0.26424,                0.22313,                0.82365,                0.99636,                0.99678,                  0.995,                0.94882,                0.34469,                0.16488,                0.81939,             6.4042e-05,             6.4042e-05,             6.4042e-05
                    695,                0.26084,                0.22514,                0.82087,                0.99647,                0.99683,                  0.995,                0.94841,                0.34448,                0.16447,                0.81891,              6.384e-05,              6.384e-05,              6.384e-05
                    696,                0.26244,                0.22064,                0.81928,                 0.9964,                 0.9971,                  0.995,                0.95006,                0.34455,                0.16389,                0.81873,             6.3638e-05,             6.3638e-05,             6.3638e-05
                    697,                 0.2596,                0.22094,                0.81893,                0.99642,                0.99713,                  0.995,                0.95011,                0.34339,                0.16418,                0.81843,             6.3436e-05,             6.3436e-05,             6.3436e-05
                    698,                 0.2626,                0.22433,                0.82107,                0.99643,                0.99731,                  0.995,                0.95116,                0.34281,                0.16304,                0.81832,             6.3234e-05,             6.3234e-05,             6.3234e-05
                    699,                 0.2616,                0.22473,                 0.8178,                 0.9962,                0.99768,                  0.995,                0.94989,                0.34251,                0.16283,                0.81828,             6.3032e-05,             6.3032e-05,             6.3032e-05
                    700,                0.25669,                0.21754,                0.82076,                0.99621,                0.99845,                  0.995,                0.95069,                0.34308,                0.16327,                0.81856,              6.283e-05,              6.283e-05,              6.283e-05
                    701,                0.26463,                0.22135,                0.82447,                0.99625,                0.99921,                  0.995,                 0.9509,                0.34302,                0.16325,                0.81856,             6.2628e-05,             6.2628e-05,             6.2628e-05
                    702,                 0.2645,                0.22141,                0.81891,                0.99643,                0.99897,                  0.995,                0.95072,                0.34271,                0.16315,                0.81843,             6.2426e-05,             6.2426e-05,             6.2426e-05
                    703,                0.25919,                0.22231,                 0.8211,                0.99639,                0.99871,                  0.995,                0.95016,                0.34283,                0.16373,                0.81855,             6.2224e-05,             6.2224e-05,             6.2224e-05
                    704,                0.27075,                 0.2286,                0.82301,                0.99657,                0.99867,                  0.995,                0.95084,                0.34306,                0.16438,                0.81875,             6.2022e-05,             6.2022e-05,             6.2022e-05
                    705,                0.26489,                0.22167,                0.82026,                0.99677,                0.99823,                  0.995,                 0.9504,                0.34318,                0.16466,                0.81888,              6.182e-05,              6.182e-05,              6.182e-05
                    706,                0.26295,                0.22198,                0.82007,                0.99694,                0.99794,                  0.995,                0.94922,                0.34335,                 0.1651,                0.81888,             6.1618e-05,             6.1618e-05,             6.1618e-05
                    707,                0.25619,                0.21968,                0.81941,                0.99696,                0.99756,                  0.995,                0.94873,                0.34347,                0.16486,                0.81866,             6.1416e-05,             6.1416e-05,             6.1416e-05
                    708,                0.26098,                0.21772,                0.81896,                0.99703,                0.99723,                  0.995,                0.94833,                0.34374,                0.16499,                0.81888,             6.1214e-05,             6.1214e-05,             6.1214e-05
                    709,                0.26319,                0.22191,                 0.8206,                0.99694,                0.99699,                  0.995,                0.94781,                0.34382,                0.16483,                0.81924,             6.1012e-05,             6.1012e-05,             6.1012e-05
                    710,                0.26118,                 0.2208,                0.81964,                0.99626,                0.99712,                  0.995,                0.94801,                0.34453,                0.16579,                0.81965,              6.081e-05,              6.081e-05,              6.081e-05
                    711,                0.26498,                 0.2212,                0.82228,                0.99657,                0.99717,                  0.995,                0.94768,                0.34452,                0.16448,                0.81975,             6.0608e-05,             6.0608e-05,             6.0608e-05
                    712,                0.26001,                0.22353,                0.81749,                0.99669,                0.99726,                  0.995,                0.94846,                0.34472,                 0.1636,                0.81987,             6.0406e-05,             6.0406e-05,             6.0406e-05
                    713,                0.25946,                0.21714,                0.81916,                0.99661,                0.99746,                  0.995,                0.94831,                0.34476,                0.16468,                0.81964,             6.0204e-05,             6.0204e-05,             6.0204e-05
                    714,                0.26161,                0.21851,                0.81803,                0.99643,                0.99804,                  0.995,                0.94844,                 0.3449,                0.16455,                0.81977,             6.0003e-05,             6.0003e-05,             6.0003e-05
                    715,                 0.2607,                0.21717,                0.82219,                0.99645,                0.99819,                  0.995,                 0.9489,                0.34515,                0.16497,                0.81976,             5.9801e-05,             5.9801e-05,             5.9801e-05
                    716,                0.25964,                0.22193,                0.81971,                0.99656,                0.99824,                  0.995,                0.94965,                0.34557,                0.16472,                0.81958,             5.9599e-05,             5.9599e-05,             5.9599e-05
                    717,                0.26321,                0.22135,                 0.8166,                0.99655,                0.99813,                  0.995,                0.94988,                  0.346,                0.16477,                0.81975,             5.9397e-05,             5.9397e-05,             5.9397e-05
                    718,                0.26379,                0.22353,                 0.8226,                0.99644,                0.99784,                  0.995,                0.94932,                0.34542,                0.16411,                0.82002,             5.9195e-05,             5.9195e-05,             5.9195e-05
                    719,                0.25969,                0.21768,                 0.8192,                 0.9965,                0.99778,                  0.995,                0.94871,                0.34473,                0.16476,                0.82001,             5.8993e-05,             5.8993e-05,             5.8993e-05
                    720,                 0.2635,                0.22515,                0.81969,                0.99638,                0.99791,                  0.995,                0.94911,                0.34479,                0.16556,                0.81979,             5.8791e-05,             5.8791e-05,             5.8791e-05
                    721,                0.26136,                 0.2196,                0.81788,                0.99646,                0.99799,                0.99498,                0.95023,                0.34439,                0.16545,                0.81978,             5.8589e-05,             5.8589e-05,             5.8589e-05
                    722,                0.26061,                 0.2184,                0.81988,                0.99687,                0.99831,                0.99468,                0.94925,                0.34473,                0.16589,                0.81978,             5.8387e-05,             5.8387e-05,             5.8387e-05
                    723,                0.26362,                0.22288,                0.82464,                0.99704,                0.99849,                0.99468,                0.94888,                0.34451,                0.16574,                0.81937,             5.8185e-05,             5.8185e-05,             5.8185e-05
                    724,                 0.2569,                0.22186,                0.81736,                0.99688,                0.99857,                0.99468,                0.94844,                0.34471,                 0.1658,                0.81908,             5.7983e-05,             5.7983e-05,             5.7983e-05
                    725,                0.26342,                0.22315,                0.82117,                0.99689,                0.99838,                0.99469,                0.94854,                0.34519,                0.16586,                0.81877,             5.7781e-05,             5.7781e-05,             5.7781e-05
                    726,                0.26112,                 0.2209,                0.82215,                0.99678,                 0.9982,                0.99469,                0.94741,                 0.3453,                0.16606,                 0.8186,             5.7579e-05,             5.7579e-05,             5.7579e-05
                    727,                0.25695,                0.21407,                0.81811,                0.99654,                0.99793,                0.99498,                0.94792,                0.34511,                0.16617,                 0.8183,             5.7377e-05,             5.7377e-05,             5.7377e-05
                    728,                0.26253,                0.22586,                0.82081,                0.99682,                0.99777,                0.99498,                0.94881,                0.34511,                0.16612,                0.81832,             5.7175e-05,             5.7175e-05,             5.7175e-05
                    729,                0.25925,                0.21856,                0.81868,                0.99688,                0.99779,                0.99498,                 0.9479,                0.34474,                0.16601,                 0.8184,             5.6973e-05,             5.6973e-05,             5.6973e-05
                    730,                0.26266,                0.22366,                0.82098,                0.99647,                0.99789,                0.99498,                0.94918,                 0.3442,                0.16592,                0.81849,             5.6771e-05,             5.6771e-05,             5.6771e-05
                    731,                0.25812,                0.21435,                0.81795,                0.99699,                0.99772,                0.99469,                0.94832,                0.34476,                0.16599,                 0.8188,             5.6569e-05,             5.6569e-05,             5.6569e-05
                    732,                0.25179,                0.21367,                0.81353,                0.99683,                0.99773,                0.99469,                0.94668,                 0.3446,                0.16603,                0.81885,             5.6367e-05,             5.6367e-05,             5.6367e-05
                    733,                0.25732,                0.21422,                0.81776,                0.99672,                0.99769,                0.99498,                0.94753,                0.34379,                0.16439,                0.81876,             5.6165e-05,             5.6165e-05,             5.6165e-05
                    734,                0.25693,                0.21653,                0.81727,                0.99651,                0.99767,                0.99498,                0.94951,                 0.3435,                0.16457,                0.81906,             5.5963e-05,             5.5963e-05,             5.5963e-05
                    735,                0.26353,                0.22312,                 0.8192,                0.99633,                0.99753,                0.99496,                0.94832,                0.34392,                0.16521,                0.81917,             5.5761e-05,             5.5761e-05,             5.5761e-05
                    736,                0.25924,                0.22079,                0.81946,                0.99671,                0.99765,                0.99496,                0.94807,                 0.3437,                0.16422,                0.81896,             5.5559e-05,             5.5559e-05,             5.5559e-05
                    737,                0.26255,                0.21967,                0.82018,                0.99707,                0.99755,                0.99496,                0.94833,                0.34319,                0.16368,                0.81905,             5.5357e-05,             5.5357e-05,             5.5357e-05
                    738,                0.25579,                0.21674,                0.81859,                0.99722,                0.99735,                0.99496,                0.94784,                0.34301,                0.16315,                0.81885,             5.5155e-05,             5.5155e-05,             5.5155e-05
                    739,                0.25551,                0.22034,                 0.8194,                0.99711,                0.99753,                0.99496,                0.94836,                0.34261,                0.16344,                0.81876,             5.4954e-05,             5.4954e-05,             5.4954e-05
                    740,                0.25696,                0.21513,                  0.818,                0.99697,                0.99794,                0.99496,                0.94794,                0.34269,                0.16342,                0.81879,             5.4752e-05,             5.4752e-05,             5.4752e-05
                    741,                0.26006,                0.21914,                0.81923,                 0.9967,                0.99793,                0.99496,                0.94743,                0.34292,                0.16299,                0.81873,              5.455e-05,              5.455e-05,              5.455e-05
                    742,                0.26011,                 0.2211,                0.82208,                0.99658,                0.99747,                0.99496,                0.94763,                0.34319,                0.16413,                0.81865,             5.4348e-05,             5.4348e-05,             5.4348e-05
                    743,                0.25913,                0.21762,                0.82075,                0.99595,                0.99745,                  0.995,                0.94838,                0.34371,                0.16315,                0.81896,             5.4146e-05,             5.4146e-05,             5.4146e-05
                    744,                0.25874,                0.21726,                0.81787,                0.99576,                0.99745,                  0.995,                0.94751,                0.34368,                0.16261,                0.81915,             5.3944e-05,             5.3944e-05,             5.3944e-05
                    745,                0.25979,                0.22032,                0.82078,                0.99576,                0.99708,                  0.995,                0.94842,                0.34322,                0.16318,                0.81914,             5.3742e-05,             5.3742e-05,             5.3742e-05
                    746,                0.25448,                0.21579,                 0.8167,                0.99563,                0.99711,                0.99498,                0.94748,                0.34284,                0.16281,                0.81909,              5.354e-05,              5.354e-05,              5.354e-05
